273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000	273.000
719.983	719.983	659.915	596.227	566.463	582.460	590.420	643.013	706.343	727.223	685.253	628.243	626.424	682.690	659.901	604.911	588.195	586.874	634.086	716.115	714.547	735.884	673.900	633.059	671.823	659.297	601.240	587.705	623.852	710.054	746.095	757.979	763.958	719.999	733.979	700.569	652.206	632.512	682.110	676.663	689.644	675.641	685.163	643.933	616.391	636.225	706.783	741.159	770.601	758.431	758.431
1188.502	1188.502	1247.148	1065.734	1062.876	1045.465	1071.872	1097.084	1171.247	1209.797	1209.862	1108.559	1121.269	1143.250	1140.947	1174.704	1129.378	1073.575	1119.606	1162.703	1191.641	1180.008	1162.070	1124.404	1123.777	1182.162	1202.737	1099.328	1119.073	1181.094	1220.527	1250.022	1249.792	1228.870	1210.762	1188.657	1139.497	1129.735	1138.351	1160.636	1221.345	1193.295	1178.564	1132.313	1109.656	1154.738	1209.054	1214.561	1229.989	1245.939	1245.939
1648.143	1648.143	1649.971	1827.330	1828.378	1848.422	1891.869	1920.464	1937.292	1860.122	1832.326	1832.507	1839.792	1851.699	1838.062	1734.591	1740.337	1849.002	1849.818	1876.186	1948.662	1957.620	1928.240	1941.533	1841.163	1711.822	1662.119	1884.005	1932.608	1986.026	1967.664	1883.078	1837.725	1934.204	1959.918	1956.683	1904.254	1943.528	1947.191	1875.181	1768.049	1788.876	1921.720	1919.459	1899.046	1868.924	1777.867	1844.549	1751.150	1703.978	1703.978
2090.170	2090.170	2072.665	2128.856	2127.426	2122.872	2092.443	2106.380	2122.267	2126.475	2133.003	2083.820	2014.814	2114.999	2108.170	2104.860	2102.898	2094.760	2098.395	2120.399	2133.844	2136.354	2128.027	2111.350	2026.262	2046.275	2113.989	2123.782	2127.799	2130.156	2126.836	2074.961	2012.607	2126.435	2141.413	2138.011	2132.573	2133.408	2127.941	2129.715	2101.384	2004.732	2121.788	2151.616	2156.872	2111.300	2016.761	2123.621	2123.274	2108.487	2108.487
2136.922	2136.922	2111.856	2177.029	2166.702	2150.620	2148.825	2159.410	2150.529	2146.376	2157.778	2147.151	2120.403	2129.328	2171.562	2172.071	2171.060	2175.169	2173.265	2167.719	2167.022	2165.781	2159.745	2162.456	2176.737	2176.310	2175.314	2167.947	2163.577	2171.571	2161.661	2078.377	2137.431	2166.823	2175.704	2172.512	2165.270	2170.369	2170.629	2164.776	2167.248	2100.736	2157.990	2179.241	2188.333	2156.705	2067.981	2163.845	2152.419	2129.675	2129.675
2183.872	2183.872	2155.245	2183.357	2180.875	2162.993	2172.096	2208.856	2163.136	2164.806	2177.020	2157.708	2160.666	2116.958	2168.276	2198.526	2185.330	2192.468	2189.712	2186.616	2176.844	2166.974	2172.004	2196.994	2198.357	2204.184	2210.030	2207.244	2184.383	2161.391	2155.129	2106.220	2188.600	2199.679	2191.323	2181.625	2155.598	2190.712	2186.086	2182.336	2188.924	2123.690	2129.653	2199.279	2222.241	2149.741	2165.411	2181.910	2182.940	2135.287	2135.287
2220.095	2220.095	2218.923	2198.680	2202.513	2183.450	2230.440	2220.491	2178.427	2197.105	2200.815	2224.415	2200.126	2159.341	2171.754	2210.556	2224.373	2233.680	2218.821	2197.383	2194.949	2200.647	2214.994	2221.327	2223.700	2230.934	2228.644	2226.825	2225.637	2179.524	2210.600	2215.800	2225.990	2229.346	2224.930	2209.992	2216.265	2214.242	2215.447	2203.477	2189.115	2158.127	2147.886	2207.467	2235.392	2211.089	2243.435	2307.205	2306.686	2237.263	2237.263
2270.657	2270.657	2241.164	2210.289	2228.910	2244.751	2253.987	2242.380	2206.674	2220.466	2229.655	2230.626	2252.045	2229.169	2237.418	2253.451	2259.575	2228.411	2217.259	2234.204	2212.439	2188.285	2188.983	2202.959	2245.306	2250.960	2259.270	2250.715	2232.538	2179.276	2228.374	2220.367	2246.759	2247.442	2240.442	2247.384	2257.335	2255.391	2248.625	2251.350	2240.608	2239.778	2242.255	2241.321	2245.009	2251.184	2338.991	2342.696	2376.759	2451.913	2451.913
2276.748	2276.748	2231.189	2242.256	2229.944	2281.017	2281.463	2251.352	2251.915	2250.332	2215.109	2207.247	2236.743	2241.979	2242.192	2252.567	2245.064	2229.052	2219.031	2241.259	2239.645	2241.623	2249.139	2228.971	2230.138	2240.971	2267.240	2263.445	2232.802	2203.087	2253.781	2222.228	2259.147	2255.235	2253.210	2264.367	2271.390	2265.689	2259.060	2253.317	2249.709	2250.630	2233.719	2244.485	2218.500	2260.321	2345.176	2296.177	2321.307	2374.331	2374.331
2232.192	2232.192	2173.354	2182.488	2200.914	2247.133	2249.050	2275.869	2264.668	2261.205	2247.805	2245.011	2263.345	2261.943	2251.678	2236.917	2249.172	2252.304	2250.993	2261.174	2271.095	2272.535	2282.498	2266.235	2262.094	2257.096	2262.415	2266.913	2253.554	2258.289	2267.050	2262.352	2262.553	2265.709	2272.976	2272.872	2274.471	2267.717	2266.366	2252.031	2253.326	2251.183	2245.838	2241.665	2204.625	2261.095	2295.694	2288.514	2297.668	2278.668	2278.668
2427.003	2427.003	2380.097	2317.963	2327.330	2346.837	2312.466	2305.134	2304.349	2275.955	2268.201	2271.276	2293.123	2310.893	2295.531	2264.167	2285.223	2292.718	2290.245	2292.398	2276.495	2277.196	2287.872	2275.498	2288.187	2283.368	2299.192	2288.593	2257.607	2262.485	2283.636	2290.449	2322.143	2336.605	2323.093	2304.140	2311.253	2303.218	2319.060	2292.267	2284.299	2299.014	2304.082	2288.076	2233.450	2278.118	2301.417	2342.751	2335.290	2289.315	2289.315
